RefNo	Date	Transect	Position	Location	Height
4456	15/03/1997	A	5	6	11
4457	15/03/1997	A	5	7	8
4458	15/03/1997	A	5	8	6
4459	15/03/1997	A	5	9	16
4460	15/03/1997	A	5	10	16
4461	15/03/1997	A	5	11	9
4462	15/03/1997	A	5	12	5.5
4463	15/03/1997	A	5	13	4.5
4464	15/03/1997	A	5	14	5
4465	15/03/1997	A	5	15	7.5
4466	15/03/1997	A	5	16	5
4467	15/03/1997	A	5	17	6.5
4468	15/03/1997	A	5	18	8.5
4469	15/03/1997	A	5	19	2
4470	15/03/1997	A	5	20	1.5
4471	15/03/1997	A	5	21	3.5
4472	15/03/1997	A	5	22	2
4473	15/03/1997	A	5	23	2
4474	15/03/1997	A	5	24	3
4475	15/03/1997	A	5	25	3
4476	15/03/1997	A	6	1	2
4477	15/03/1997	A	6	2	3
4478	15/03/1997	A	6	3	2.5
4479	15/03/1997	A	6	4	3
4480	15/03/1997	A	6	5	2.5
4481	15/03/1997	A	6	6	2
4482	15/03/1997	A	6	7	1.5
4483	15/03/1997	A	6	8	2.5
4484	15/03/1997	A	6	9	4
4485	15/03/1997	A	6	10	7.5
4486	15/03/1997	A	6	11	9.5
4487	15/03/1997	A	6	12	5.5
4488	15/03/1997	A	6	13	5
4489	15/03/1997	A	6	14	7.5
4490	15/03/1997	A	6	15	2.5
4491	15/03/1997	A	6	16	3.5
4492	15/03/1997	A	6	17	5
4493	15/03/1997	A	6	18	2
4494	15/03/1997	A	6	19	2.5
4495	15/03/1997	A	6	20	5.5
4496	15/03/1997	A	6	21	4
4497	15/03/1997	A	6	22	2.5
4498	15/03/1997	A	6	23	7
4499	15/03/1997	A	6	24	11
4500	15/03/1997	A	6	25	2
4501	15/03/1997	B	1	1	3.5
4502	15/03/1997	B	1	2	4.5
4503	15/03/1997	B	1	3	4.5
4504	15/03/1997	B	1	4	3.5
4505	15/03/1997	B	1	5	3
4506	15/03/1997	B	1	6	2
4507	15/03/1997	B	1	7	2.5
4508	15/03/1997	B	1	8	6
4509	15/03/1997	B	1	9	12
4510	15/03/1997	B	1	10	19.5
4511	15/03/1997	B	1	11	9.5
4512	15/03/1997	B	1	12	5.5
4513	15/03/1997	B	1	13	5
4514	15/03/1997	B	1	14	6.5
4515	15/03/1997	B	1	15	4
4516	15/03/1997	B	1	16	4.5
4517	15/03/1997	B	1	17	5
4518	15/03/1997	B	1	18	3.5
4519	15/03/1997	B	1	19	4
4520	15/03/1997	B	1	20	1.5
4521	15/03/1997	B	1	21	2.5
4522	15/03/1997	B	1	22	3
4523	15/03/1997	B	1	23	3.5
4524	15/03/1997	B	1	24	3
4525	15/03/1997	B	1	25	2.5
4526	15/03/1997	B	2	1	3
4527	15/03/1997	B	2	2	1
4528	15/03/1997	B	2	3	1
4529	15/03/1997	B	2	4	2.5
4530	15/03/1997	B	2	5	2.5
4531	15/03/1997	B	2	6	2
4532	15/03/1997	B	2	7	1
4533	15/03/1997	B	2	8	6
4534	15/03/1997	B	2	9	0.5
4535	15/03/1997	B	2	10	2.5
4536	15/03/1997	B	2	11	1
4537	15/03/1997	B	2	12	2.5
4538	15/03/1997	B	2	13	3
4539	15/03/1997	B	2	14	3.5
4540	15/03/1997	B	2	15	2.5
4541	15/03/1997	B	2	16	3.5
4542	15/03/1997	B	2	17	10
4543	15/03/1997	B	2	18	11
4544	15/03/1997	B	2	19	7.5
4545	15/03/1997	B	2	20	5
4546	15/03/1997	B	2	21	1
4547	15/03/1997	B	2	22	3
4548	15/03/1997	B	2	23	7
4549	15/03/1997	B	2	24	2
4550	15/03/1997	B	2	25	2.5
4551	15/03/1997	B	3	1	5
4552	15/03/1997	B	3	2	4.5
4553	15/03/1997	B	3	3	6.5
4554	15/03/1997	B	3	4	4
4555	15/03/1997	B	3	5	6
4556	15/03/1997	B	3	6	7
4557	15/03/1997	B	3	7	4.5
4558	15/03/1997	B	3	8	4.5
4559	15/03/1997	B	3	9	5
4560	15/03/1997	B	3	10	5.5
4561	15/03/1997	B	3	11	5
4562	15/03/1997	B	3	12	7
4563	15/03/1997	B	3	13	7
4564	15/03/1997	B	3	14	11
4565	15/03/1997	B	3	15	10
4566	15/03/1997	B	3	16	6.5
4567	15/03/1997	B	3	17	6
4568	15/03/1997	B	3	18	7
4569	15/03/1997	B	3	19	4.5
4570	15/03/1997	B	3	20	3
4571	15/03/1997	B	3	21	2
4572	15/03/1997	B	3	22	2.5
4573	15/03/1997	B	3	23	4
4574	15/03/1997	B	3	24	4.5
4575	15/03/1997	B	3	25	5
4576	15/03/1997	B	4	1	2.5
4577	15/03/1997	B	4	2	4
4578	15/03/1997	B	4	3	3.5
4579	15/03/1997	B	4	4	6
4580	15/03/1997	B	4	5	4
4581	15/03/1997	B	4	6	3
4582	15/03/1997	B	4	7	2
4583	15/03/1997	B	4	8	2
4584	15/03/1997	B	4	9	2
4585	15/03/1997	B	4	10	4
4586	15/03/1997	B	4	11	4.5
4587	15/03/1997	B	4	12	5.5
4588	15/03/1997	B	4	13	3.5
4589	15/03/1997	B	4	14	5.5
4590	15/03/1997	B	4	15	3
4591	15/03/1997	B	4	16	3
4592	15/03/1997	B	4	17	3.5
4593	15/03/1997	B	4	18	3
4594	15/03/1997	B	4	19	3
4595	15/03/1997	B	4	20	3.5
4596	15/03/1997	B	4	21	2.5
4597	15/03/1997	B	4	22	2
4598	15/03/1997	B	4	23	3
4599	15/03/1997	B	4	24	3.5
4600	15/03/1997	B	4	25	3
4601	15/03/1997	B	5	1	3.5
4602	15/03/1997	B	5	2	3
4603	15/03/1997	B	5	3	2.5
4604	15/03/1997	B	5	4	1.5
4605	15/03/1997	B	5	5	2
4606	15/03/1997	B	5	6	2.5
4607	15/03/1997	B	5	7	2
4608	15/03/1997	B	5	8	3.5
4609	15/03/1997	B	5	9	1.5
4610	15/03/1997	B	5	10	3
4611	15/03/1997	B	5	11	3
4612	15/03/1997	B	5	12	4
4613	15/03/1997	B	5	13	6
4614	15/03/1997	B	5	14	3
4615	15/03/1997	B	5	15	3
4616	15/03/1997	B	5	16	3.5
4617	15/03/1997	B	5	17	1
4618	15/03/1997	B	5	18	2
4619	15/03/1997	B	5	19	3
4620	15/03/1997	B	5	20	3.5
4621	15/03/1997	B	5	21	3
4622	15/03/1997	B	5	22	1.5
4623	15/03/1997	B	5	23	3
4624	15/03/1997	B	5	24	3
4625	15/03/1997	B	5	25	2
4626	15/03/1997	B	6	1	13
4627	15/03/1997	B	6	2	13
4628	15/03/1997	B	6	3	7.5
4629	15/03/1997	B	6	4	9
4630	15/03/1997	B	6	5	7.5
4631	15/03/1997	B	6	6	13
4632	15/03/1997	B	6	7	10
4633	15/03/1997	B	6	8	5
4634	15/03/1997	B	6	9	6.5
4635	15/03/1997	B	6	10	9.5
4636	15/03/1997	B	6	11	10
4637	15/03/1997	B	6	12	11
4638	15/03/1997	B	6	13	10.5
4639	15/03/1997	B	6	14	8.5
4640	15/03/1997	B	6	15	4
4641	15/03/1997	B	6	16	2.5
4642	15/03/1997	B	6	17	4
4643	15/03/1997	B	6	18	10.5
4644	15/03/1997	B	6	19	16.5
4645	15/03/1997	B	6	20	17
4646	15/03/1997	B	6	21	14.5
4647	15/03/1997	B	6	22	13.5
4648	15/03/1997	B	6	23	8.5
4649	15/03/1997	B	6	24	12
4650	15/03/1997	B	6	25	9.5
4651	15/03/1997	C	1	1	3.5
4652	15/03/1997	C	1	2	1
4653	15/03/1997	C	1	3	2.5
4654	15/03/1997	C	1	4	2.5
4655	15/03/1997	C	1	5	2
4656	15/03/1997	C	1	6	4.5
4657	15/03/1997	C	1	7	3.5
4658	15/03/1997	C	1	8	3
4659	15/03/1997	C	1	9	2.5
4660	15/03/1997	C	1	10	4
4661	15/03/1997	C	1	11	4
4662	15/03/1997	C	1	12	2
4663	15/03/1997	C	1	13	1.5
4664	15/03/1997	C	1	14	1
4665	15/03/1997	C	1	15	2.5
4666	15/03/1997	C	1	16	2.5
4667	15/03/1997	C	1	17	3
4668	15/03/1997	C	1	18	6.5
4669	15/03/1997	C	1	19	4
4670	15/03/1997	C	1	20	3
4671	15/03/1997	C	1	21	1
4672	15/03/1997	C	1	22	2
4673	15/03/1997	C	1	23	1
4674	15/03/1997	C	1	24	0.5
4675	15/03/1997	C	1	25	1
4676	15/03/1997	C	2	1	11.5
4677	15/03/1997	C	2	2	9
4678	15/03/1997	C	2	3	5.5
4679	15/03/1997	C	2	4	7.5
4680	15/03/1997	C	2	5	5
4681	15/03/1997	C	2	6	3
4682	15/03/1997	C	2	7	2
4683	15/03/1997	C	2	8	8
4684	15/03/1997	C	2	9	5
4685	15/03/1997	C	2	10	3.5
4686	15/03/1997	C	2	11	3
4687	15/03/1997	C	2	12	4
4688	15/03/1997	C	2	13	15
4689	15/03/1997	C	2	14	7.5
4690	15/03/1997	C	2	15	8.5
4691	15/03/1997	C	2	16	11
4692	15/03/1997	C	2	17	6.5
4693	15/03/1997	C	2	18	3.5
4694	15/03/1997	C	2	19	3
4695	15/03/1997	C	2	20	3.5
4696	15/03/1997	C	2	21	3
4697	15/03/1997	C	2	22	2
4698	15/03/1997	C	2	23	2.5
4699	15/03/1997	C	2	24	4.5
4700	15/03/1997	C	2	25	4
4701	15/03/1997	C	3	1	2
4702	15/03/1997	C	3	2	2.5
4703	15/03/1997	C	3	3	2.5
4704	15/03/1997	C	3	4	3
4705	15/03/1997	C	3	5	3
4706	15/03/1997	C	3	6	6
4707	15/03/1997	C	3	7	3
4708	15/03/1997	C	3	8	3.5
4709	15/03/1997	C	3	9	5.5
4710	15/03/1997	C	3	10	1.5
4711	15/03/1997	C	3	11	5
4712	15/03/1997	C	3	12	2
4713	15/03/1997	C	3	13	3.5
4714	15/03/1997	C	3	14	4.5
4715	15/03/1997	C	3	15	3
4716	15/03/1997	C	3	16	5
4717	15/03/1997	C	3	17	2.5
4718	15/03/1997	C	3	18	3
4719	15/03/1997	C	3	19	2
4720	15/03/1997	C	3	20	2.5
4721	15/03/1997	C	3	21	4
4722	15/03/1997	C	3	22	2
4723	15/03/1997	C	3	23	3.5
4724	15/03/1997	C	3	24	3
4725	15/03/1997	C	3	25	2
4726	15/03/1997	C	4	1	3
4727	15/03/1997	C	4	2	5
4728	15/03/1997	C	4	3	4
4729	15/03/1997	C	4	4	4
4730	15/03/1997	C	4	5	2
4731	15/03/1997	C	4	6	3.5
4732	15/03/1997	C	4	7	4
4733	15/03/1997	C	4	8	4
4734	15/03/1997	C	4	9	4
4735	15/03/1997	C	4	10	3
4736	15/03/1997	C	4	11	2
4737	15/03/1997	C	4	12	3
4738	15/03/1997	C	4	13	2.5
4739	15/03/1997	C	4	14	8.5
4740	15/03/1997	C	4	15	2.5
4741	15/03/1997	C	4	16	3
4742	15/03/1997	C	4	17	3
4743	15/03/1997	C	4	18	4
4744	15/03/1997	C	4	19	3.5
4745	15/03/1997	C	4	20	3.5
4746	15/03/1997	C	4	21	4
4747	15/03/1997	C	4	22	5
4748	15/03/1997	C	4	23	7.5
4749	15/03/1997	C	4	24	2.5
4750	15/03/1997	C	4	25	7.5
4751	15/03/1997	C	5	1	2.5
4752	15/03/1997	C	5	2	3.5
4753	15/03/1997	C	5	3	3
4754	15/03/1997	C	5	4	2.5
4755	15/03/1997	C	5	5	2.5
4756	15/03/1997	C	5	6	3
4757	15/03/1997	C	5	7	2.5
4758	15/03/1997	C	5	8	3
4759	15/03/1997	C	5	9	2
4760	15/03/1997	C	5	10	3.5
4761	15/03/1997	C	5	11	2
4762	15/03/1997	C	5	12	2.5
4763	15/03/1997	C	5	13	3
4764	15/03/1997	C	5	14	3
4765	15/03/1997	C	5	15	2.5
4766	15/03/1997	C	5	16	2
4767	15/03/1997	C	5	17	2
4768	15/03/1997	C	5	18	4
4769	15/03/1997	C	5	19	4.5
4770	15/03/1997	C	5	20	2
4771	15/03/1997	C	5	21	2.5
4772	15/03/1997	C	5	22	3
4773	15/03/1997	C	5	23	3
4774	15/03/1997	C	5	24	3
4775	15/03/1997	C	5	25	2
4776	15/03/1997	C	6	1	6.5
4777	15/03/1997	C	6	2	2.5
4778	15/03/1997	C	6	3	4.5
4779	15/03/1997	C	6	4	3
4780	15/03/1997	C	6	5	4.5
4781	15/03/1997	C	6	6	4.5
4782	15/03/1997	C	6	7	3
4783	15/03/1997	C	6	8	2.5
4784	15/03/1997	C	6	9	4
4785	15/03/1997	C	6	10	3
4786	15/03/1997	C	6	11	5
4787	15/03/1997	C	6	12	2
4788	15/03/1997	C	6	13	4
4789	15/03/1997	C	6	14	2
4790	15/03/1997	C	6	15	1.5
4791	15/03/1997	C	6	16	1.5
4792	15/03/1997	C	6	17	1
4793	15/03/1997	C	6	18	2
4794	15/03/1997	C	6	19	3
4795	15/03/1997	C	6	20	1.5
4796	15/03/1997	C	6	21	2
4797	15/03/1997	C	6	22	3
4798	15/03/1997	C	6	23	2.5
4799	15/03/1997	C	6	24	3.5
4800	15/03/1997	C	6	25	4
4801	15/03/1997	D	1	1	0.5
4802	15/03/1997	D	1	2	1
4803	15/03/1997	D	1	3	1.5
4804	15/03/1997	D	1	4	1.5
4805	15/03/1997	D	1	5	1.5
4806	15/03/1997	D	1	6	1
4807	15/03/1997	D	1	7	2
4808	15/03/1997	D	1	8	1.5
4809	15/03/1997	D	1	9	2
4810	15/03/1997	D	1	10	1.5
4811	15/03/1997	D	1	11	2
4812	15/03/1997	D	1	12	3
4813	15/03/1997	D	1	13	1.5
4814	15/03/1997	D	1	14	2
4815	15/03/1997	D	1	15	1.5
4816	15/03/1997	D	1	16	1
4817	15/03/1997	D	1	17	1.5
4818	15/03/1997	D	1	18	2
4819	15/03/1997	D	1	19	1
4820	15/03/1997	D	1	20	1.5
4821	15/03/1997	D	1	21	1.5
4822	15/03/1997	D	1	22	0.5
4823	15/03/1997	D	1	23	1
4824	15/03/1997	D	1	24	1
4825	15/03/1997	D	1	25	1.5
4826	15/03/1997	D	2	1	1.5
4827	15/03/1997	D	2	2	1
4828	15/03/1997	D	2	3	2
4829	15/03/1997	D	2	4	2.5
4830	15/03/1997	D	2	5	2
4831	15/03/1997	D	2	6	2
4832	15/03/1997	D	2	7	2
4833	15/03/1997	D	2	8	1.5
4834	15/03/1997	D	2	9	1
4835	15/03/1997	D	2	10	1.5
4836	15/03/1997	D	2	11	2
4837	15/03/1997	D	2	12	1.5
4838	15/03/1997	D	2	13	2
4839	15/03/1997	D	2	14	2
4840	15/03/1997	D	2	15	2
4841	15/03/1997	D	2	16	1.5
4842	15/03/1997	D	2	17	3
4843	15/03/1997	D	2	18	1.5
4844	15/03/1997	D	2	19	2
4845	15/03/1997	D	2	20	2
4846	15/03/1997	D	2	21	1.5
4847	15/03/1997	D	2	22	3
4848	15/03/1997	D	2	23	2
4849	15/03/1997	D	2	24	2
4850	15/03/1997	D	2	25	2
4851	15/03/1997	D	3	1	1.5
4852	15/03/1997	D	3	2	1.5
4853	15/03/1997	D	3	3	2.5
4854	15/03/1997	D	3	4	1
4855	15/03/1997	D	3	5	1
4856	15/03/1997	D	3	6	1.5
4857	15/03/1997	D	3	7	2
4858	15/03/1997	D	3	8	2.5
4859	15/03/1997	D	3	9	2.5
4860	15/03/1997	D	3	10	1.5
4861	15/03/1997	D	3	11	2
4862	15/03/1997	D	3	12	2
4863	15/03/1997	D	3	13	1.5
4864	15/03/1997	D	3	14	1
4865	15/03/1997	D	3	15	0.5
4866	15/03/1997	D	3	16	1
4867	15/03/1997	D	3	17	1
4868	15/03/1997	D	3	18	1
4869	15/03/1997	D	3	19	0.5
4870	15/03/1997	D	3	20	0.5
4871	15/03/1997	D	3	21	1
4872	15/03/1997	D	3	22	1
4873	15/03/1997	D	3	23	1
4874	15/03/1997	D	3	24	1.5
4875	15/03/1997	D	3	25	2
4876	15/03/1997	D	4	1	0.5
4877	15/03/1997	D	4	2	0.5
4878	15/03/1997	D	4	3	0.5
4879	15/03/1997	D	4	4	0.5
4880	15/03/1997	D	4	5	0.5
4881	15/03/1997	D	4	6	1
4882	15/03/1997	D	4	7	0.5
4883	15/03/1997	D	4	8	1
4884	15/03/1997	D	4	9	0.5
4885	15/03/1997	D	4	10	0.5
4886	15/03/1997	D	4	11	0.5
4887	15/03/1997	D	4	12	0.5
4888	15/03/1997	D	4	13	0.5
4889	15/03/1997	D	4	14	0.5
4890	15/03/1997	D	4	15	0.5
4891	15/03/1997	D	4	16	1
4892	15/03/1997	D	4	17	1
4893	15/03/1997	D	4	18	0.5
4894	15/03/1997	D	4	19	0.5
4895	15/03/1997	D	4	20	0.5
4896	15/03/1997	D	4	21	0.5
4897	15/03/1997	D	4	22	0.5
4898	15/03/1997	D	4	23	0.5
4899	15/03/1997	D	4	24	0.5
4900	15/03/1997	D	4	25	0.5
4901	15/03/1997	D	5	1	3.5
4902	15/03/1997	D	5	2	2.5
4903	15/03/1997	D	5	3	3
4904	15/03/1997	D	5	4	3.5
4905	15/03/1997	D	5	5	4
4906	15/03/1997	D	5	6	3.5
4907	15/03/1997	D	5	7	2.5
4908	15/03/1997	D	5	8	2
4909	15/03/1997	D	5	9	5
4910	15/03/1997	D	5	10	2.5
4911	15/03/1997	D	5	11	1
4912	15/03/1997	D	5	12	2.5
4913	15/03/1997	D	5	13	3
4914	15/03/1997	D	5	14	3
4915	15/03/1997	D	5	15	3
4916	15/03/1997	D	5	16	4
4917	15/03/1997	D	5	17	3
4918	15/03/1997	D	5	18	3
4919	15/03/1997	D	5	19	3
4920	15/03/1997	D	5	20	2.5
4921	15/03/1997	D	5	21	4
4922	15/03/1997	D	5	22	4
4923	15/03/1997	D	5	23	2.5
4924	15/03/1997	D	5	24	3
4925	15/03/1997	D	5	25	1.5
4926	15/03/1997	D	6	1	11
4927	15/03/1997	D	6	2	7
4928	15/03/1997	D	6	3	8
4929	15/03/1997	D	6	4	11.5
4930	15/03/1997	D	6	5	9
4931	15/03/1997	D	6	6	14
4932	15/03/1997	D	6	7	15
4933	15/03/1997	D	6	8	10.5
4934	15/03/1997	D	6	9	6
4935	15/03/1997	D	6	10	5
4936	15/03/1997	D	6	11	9.5
4937	15/03/1997	D	6	12	10
4938	15/03/1997	D	6	13	10.5
4939	15/03/1997	D	6	14	10.5
4940	15/03/1997	D	6	15	13
4941	15/03/1997	D	6	16	9.5
4942	15/03/1997	D	6	17	5
4943	15/03/1997	D	6	18	5
4944	15/03/1997	D	6	19	4
4945	15/03/1997	D	6	20	4.5
4946	15/03/1997	D	6	21	4.5
4947	15/03/1997	D	6	22	4.5
4948	15/03/1997	D	6	23	4.5
4949	15/03/1997	D	6	24	4
4950	15/03/1997	D	6	25	5
4951	15/03/1997	E	1	1	2
4952	15/03/1997	E	1	2	2
4953	15/03/1997	E	1	3	3
4954	15/03/1997	E	1	4	3.5
4955	15/03/1997	E	1	5	3
4956	15/03/1997	E	1	6	3
4957	15/03/1997	E	1	7	5
4958	15/03/1997	E	1	8	5
4959	15/03/1997	E	1	9	4
4960	15/03/1997	E	1	10	4
4961	15/03/1997	E	1	11	3
4962	15/03/1997	E	1	12	7.5
4963	15/03/1997	E	1	13	9.5
4964	15/03/1997	E	1	14	6.5
4965	15/03/1997	E	1	15	7
4966	15/03/1997	E	1	16	6
4967	15/03/1997	E	1	17	6
4968	15/03/1997	E	1	18	7
4969	15/03/1997	E	1	19	4
4970	15/03/1997	E	1	20	8
4971	15/03/1997	E	1	21	10
4972	15/03/1997	E	1	22	4
4973	15/03/1997	E	1	23	3.5
4974	15/03/1997	E	1	24	3
4975	15/03/1997	E	1	25	7
4976	15/03/1997	E	2	1	5
4977	15/03/1997	E	2	2	6
4978	15/03/1997	E	2	3	6.5
4979	15/03/1997	E	2	4	4.5
4980	15/03/1997	E	2	5	8
4981	15/03/1997	E	2	6	8
4982	15/03/1997	E	2	7	6.5
4983	15/03/1997	E	2	8	5
4984	15/03/1997	E	2	9	4
4985	15/03/1997	E	2	10	7
4986	15/03/1997	E	2	11	3
4987	15/03/1997	E	2	12	6
4988	15/03/1997	E	2	13	4.5
4989	15/03/1997	E	2	14	6
4990	15/03/1997	E	2	15	5.5
4991	15/03/1997	E	2	16	12
4992	15/03/1997	E	2	17	4
4993	15/03/1997	E	2	18	3
4994	15/03/1997	E	2	19	5.5
4995	15/03/1997	E	2	20	4
4996	15/03/1997	E	2	21	13
4997	15/03/1997	E	2	22	11
4998	15/03/1997	E	2	23	6
4999	15/03/1997	E	2	24	6
5000	15/03/1997	E	2	25	5.5
5001	15/03/1997	E	3	1	2
5002	15/03/1997	E	3	2	4
5003	15/03/1997	E	3	3	2
5004	15/03/1997	E	3	4	4.5
5005	15/03/1997	E	3	5	6.5
5006	15/03/1997	E	3	6	3.5
5007	15/03/1997	E	3	7	3.5
5008	15/03/1997	E	3	8	3
5009	15/03/1997	E	3	9	10
5010	15/03/1997	E	3	10	3
5011	15/03/1997	E	3	11	2
5012	15/03/1997	E	3	12	1.5
5013	15/03/1997	E	3	13	3.5
5014	15/03/1997	E	3	14	4.5
5015	15/03/1997	E	3	15	5.5
5016	15/03/1997	E	3	16	3
5017	15/03/1997	E	3	17	3.5
5018	15/03/1997	E	3	18	2.5
5019	15/03/1997	E	3	19	1.5
5020	15/03/1997	E	3	20	1.5
5021	15/03/1997	E	3	21	1
5022	15/03/1997	E	3	22	1.5
5023	15/03/1997	E	3	23	1.5
5024	15/03/1997	E	3	24	1.5
5025	15/03/1997	E	3	25	2
5026	15/03/1997	E	4	1	2.5
5027	15/03/1997	E	4	2	2
5028	15/03/1997	E	4	3	2.5
5029	15/03/1997	E	4	4	2.5
5030	15/03/1997	E	4	5	1
5031	15/03/1997	E	4	6	1
5032	15/03/1997	E	4	7	1
5033	15/03/1997	E	4	8	2.5
5034	15/03/1997	E	4	9	1
5035	15/03/1997	E	4	10	1.5
5036	15/03/1997	E	4	11	1.5
5037	15/03/1997	E	4	12	1.5
5038	15/03/1997	E	4	13	2
5039	15/03/1997	E	4	14	1.5
5040	15/03/1997	E	4	15	1
5041	15/03/1997	E	4	16	1
5042	15/03/1997	E	4	17	1.5
5043	15/03/1997	E	4	18	2.5
5044	15/03/1997	E	4	19	2
5045	15/03/1997	E	4	20	1.5
5046	15/03/1997	E	4	21	0.5
5047	15/03/1997	E	4	22	1
5048	15/03/1997	E	4	23	1.5
5049	15/03/1997	E	4	24	1
5050	15/03/1997	E	4	25	1
5051	15/03/1997	E	5	1	6.5
5052	15/03/1997	E	5	2	10
5053	15/03/1997	E	5	3	4.5
5054	15/03/1997	E	5	4	8
5055	15/03/1997	E	5	5	10
5056	15/03/1997	E	5	6	6
5057	15/03/1997	E	5	7	11
5058	15/03/1997	E	5	8	6
5059	15/03/1997	E	5	9	3
5060	15/03/1997	E	5	10	4
5061	15/03/1997	E	5	11	5.5
5062	15/03/1997	E	5	12	6
5063	15/03/1997	E	5	13	6
5064	15/03/1997	E	5	14	7.5
5065	15/03/1997	E	5	15	7.5
5066	15/03/1997	E	5	16	8
5067	15/03/1997	E	5	17	7.5
5068	15/03/1997	E	5	18	7
5069	15/03/1997	E	5	19	11.5
5070	15/03/1997	E	5	20	5.5
5071	15/03/1997	E	5	21	3
5072	15/03/1997	E	5	22	2.5
5073	15/03/1997	E	5	23	4.5
5074	15/03/1997	E	5	24	3
5075	15/03/1997	E	5	25	3.5
5076	15/03/1997	E	6	1	3
5077	15/03/1997	E	6	2	3.5
5078	15/03/1997	E	6	3	4
5079	15/03/1997	E	6	4	3
5080	15/03/1997	E	6	5	2.5
5081	15/03/1997	E	6	6	2
5082	15/03/1997	E	6	7	2.5
5083	15/03/1997	E	6	8	3.5
5084	15/03/1997	E	6	9	2
5085	15/03/1997	E	6	10	2
5086	15/03/1997	E	6	11	2.5
5087	15/03/1997	E	6	12	5
5088	15/03/1997	E	6	13	4.5
5089	15/03/1997	E	6	14	4.5
5090	15/03/1997	E	6	15	3.5
5091	15/03/1997	E	6	16	4.5
5092	15/03/1997	E	6	17	4
5093	15/03/1997	E	6	18	4
5094	15/03/1997	E	6	19	7
5095	15/03/1997	E	6	20	3.5
5096	15/03/1997	E	6	21	6
5097	15/03/1997	E	6	22	4
5098	15/03/1997	E	6	23	3.5
5099	15/03/1997	E	6	24	1.5
5100	15/03/1997	E	6	25	5
5101	15/08/1997	A	1	1	11
5102	15/08/1997	A	1	2	11
5103	15/08/1997	A	1	3	10.5
5104	15/08/1997	A	1	4	7
5105	15/08/1997	A	1	5	7
5106	15/08/1997	A	1	6	14
5107	15/08/1997	A	1	7	13.5
5108	15/08/1997	A	1	8	15
5109	15/08/1997	A	1	9	17.5
5110	15/08/1997	A	1	10	26.5
5111	15/08/1997	A	1	11	24.5
5112	15/08/1997	A	1	12	23.5
5113	15/08/1997	A	1	13	25
5114	15/08/1997	A	1	14	26.5
5115	15/08/1997	A	1	15	26
5116	15/08/1997	A	1	16	24.5
5117	15/08/1997	A	1	17	27.5
5118	15/08/1997	A	1	18	19.5
5119	15/08/1997	A	1	19	22
5120	15/08/1997	A	1	20	24
5121	15/08/1997	A	1	21	19
5122	15/08/1997	A	1	22	14
5123	15/08/1997	A	1	23	12
5124	15/08/1997	A	1	24	16
5125	15/08/1997	A	1	25	14.5
5126	15/08/1997	A	2	1	12
5127	15/08/1997	A	2	2	13
5128	15/08/1997	A	2	3	12
5129	15/08/1997	A	2	4	14
5130	15/08/1997	A	2	5	14
5131	15/08/1997	A	2	6	19.5
5132	15/08/1997	A	2	7	27
5133	15/08/1997	A	2	8	15
5134	15/08/1997	A	2	9	11.5
5135	15/08/1997	A	2	10	23
5136	15/08/1997	A	2	11	16
5137	15/08/1997	A	2	12	16
5138	15/08/1997	A	2	13	16
5139	15/08/1997	A	2	14	14.5
5140	15/08/1997	A	2	15	21.5
5141	15/08/1997	A	2	16	17
5142	15/08/1997	A	2	17	11.5
5143	15/08/1997	A	2	18	10.5
5144	15/08/1997	A	2	19	13.5
5145	15/08/1997	A	2	20	12.5
5146	15/08/1997	A	2	21	8
5147	15/08/1997	A	2	22	13
5148	15/08/1997	A	2	23	15.5
5149	15/08/1997	A	2	24	16
5150	15/08/1997	A	2	25	18
5151	15/08/1997	A	3	1	6.5
5152	15/08/1997	A	3	2	8
5153	15/08/1997	A	3	3	12
5154	15/08/1997	A	3	4	14
5155	15/08/1997	A	3	5	19.5
5156	15/08/1997	A	3	6	21
5157	15/08/1997	A	3	7	17.5
5158	15/08/1997	A	3	8	15.5
5159	15/08/1997	A	3	9	12
5160	15/08/1997	A	3	10	12.5
5161	15/08/1997	A	3	11	10
5162	15/08/1997	A	3	12	15
5163	15/08/1997	A	3	13	9.5
5164	15/08/1997	A	3	14	10
5165	15/08/1997	A	3	15	9
5166	15/08/1997	A	3	16	9.5
5167	15/08/1997	A	3	17	10
5168	15/08/1997	A	3	18	9.5
5169	15/08/1997	A	3	19	14
5170	15/08/1997	A	3	20	11.5
5171	15/08/1997	A	3	21	19
5172	15/08/1997	A	3	22	15.5
5173	15/08/1997	A	3	23	19
5174	15/08/1997	A	3	24	22
5175	15/08/1997	A	3	25	18
5176	15/08/1997	A	4	1	23.5
5177	15/08/1997	A	4	2	20
5178	15/08/1997	A	4	3	16
5179	15/08/1997	A	4	4	13.5
5180	15/08/1997	A	4	5	9.5
5181	15/08/1997	A	4	6	7.5
5182	15/08/1997	A	4	7	19
5183	15/08/1997	A	4	8	14
5184	15/08/1997	A	4	9	7.5
5185	15/08/1997	A	4	10	9.5
5186	15/08/1997	A	4	11	7.5
5187	15/08/1997	A	4	12	8.5
5188	15/08/1997	A	4	13	11
5189	15/08/1997	A	4	14	6
5190	15/08/1997	A	4	15	12
5191	15/08/1997	A	4	16	9.5
5192	15/08/1997	A	4	17	10
5193	15/08/1997	A	4	18	15
5194	15/08/1997	A	4	19	7.5
5195	15/08/1997	A	4	20	7
