"X.Y..m..d","AA","AXP","T","BA","CAT","C","KO","DD","EK","XOM","GE","GM","HWP","HD","HON","INTC","IBM","IP","JPM","JNJ","MCD","MRK","MSFT","MMM","MO","PG","SBC","UTX","WMT","DIS"
"1993-04-06"," 6.80"," 7.16","28.30","17.04","12.23"," 5.36","18.06","19.80","33.09","16.11"," 7.49","23.83"," 8.96"," 9.18","13.82"," 3.47"," 12.92","26.00","10.19"," 8.69","12.64","14.06","  5.61"," 44.23","10.68"," 22.87","15.33","10.16","13.16","13.42"
"1993-04-07"," 6.74"," 7.32","28.60","17.59","12.38"," 5.54","17.83","20.00","33.71","16.26"," 7.52","24.37"," 9.08"," 9.57","14.12"," 3.54"," 12.98","25.54","10.45"," 8.64","12.51","14.06","  5.64"," 44.43","10.48"," 22.81","15.13","10.34","13.16","13.11"
"1993-04-08"," 6.53"," 7.32","28.97","17.52","12.41"," 5.51","17.94","19.76","33.94","16.20"," 7.54","24.53"," 9.19"," 9.55","14.20"," 3.51"," 12.49","25.59","10.45"," 8.37","12.54","13.75","  5.56"," 44.28","10.26"," 22.87","15.03","10.10","13.70","12.87"
"1993-04-12"," 6.69"," 7.44","29.53","17.83","12.59"," 5.65","17.77","19.76","34.10","16.38"," 7.64","24.30"," 9.32"," 9.65","14.31"," 3.65"," 12.67","25.44","11.00"," 8.69","12.73","14.21","  5.63"," 43.98","10.54"," 23.11","15.33","10.34","14.23","13.22"
"1993-04-13"," 6.74"," 7.48","29.22","17.83","12.70"," 5.94","17.66","19.90","34.33","16.32"," 7.63","24.61"," 9.19"," 9.82","14.64"," 3.50"," 12.27","25.59","11.26"," 8.56","12.64","14.06","  5.55"," 44.23","10.68"," 23.54","15.28","10.50","13.75","13.38"
"1993-04-14"," 6.77"," 7.48","28.97","17.83","12.64"," 6.04","18.00","19.90","34.25","16.35"," 7.73","25.23"," 9.18"," 9.41","14.80"," 3.50"," 12.18","25.85","11.10"," 8.53","12.36","14.00","  5.56"," 45.28","10.76"," 23.60","15.43","10.45","12.92","13.11"
"1993-04-15"," 6.82"," 7.29","29.47","17.95","12.80"," 5.86","17.89","20.30","34.10","16.20"," 7.83","24.84"," 9.10"," 9.43","14.99"," 3.47"," 12.11","26.31","10.71"," 8.42","12.26","13.75","  5.45"," 45.48","10.81"," 24.03","15.55","10.47","13.10","13.15"
"1993-04-16"," 6.89"," 7.38","29.59","18.31","12.80"," 5.79","17.15","21.09","34.18","16.44"," 7.80","25.15"," 9.18"," 9.02","15.35"," 3.42"," 12.18","26.62","10.74"," 8.56","12.17","14.11","  5.44"," 46.33","10.84"," 23.78","15.82","10.50","12.63","13.07"
"1993-04-19"," 6.88"," 7.29","29.41","18.25","12.93"," 5.68","17.21","20.84","34.41","16.17"," 7.78","24.61"," 9.02"," 9.13","15.07"," 3.04"," 12.24","26.62","10.55"," 9.02","11.83","14.89","  5.44"," 45.93","10.81"," 23.42","15.84","10.66","12.69","13.22"
"1993-04-20"," 6.97"," 7.09","28.54","17.95","12.81"," 5.59","17.38","20.60","34.02","15.87"," 7.73","24.30"," 9.04"," 8.97","14.80"," 3.14"," 12.58","27.43","10.45"," 9.24","11.67","15.56","  5.42"," 45.13","10.90"," 23.23","15.77","10.40","12.51","13.11"
"1993-04-21"," 7.12"," 7.25","28.30","18.19","12.96"," 5.51","17.60","20.35","34.10","15.79"," 7.61","24.14"," 9.21"," 9.27","14.50"," 3.19"," 12.21","27.33","10.32"," 9.18","11.86","15.25","  5.30"," 45.63","10.81"," 23.11","15.62","10.21","12.63","12.83"
"1993-04-22"," 7.03"," 7.19","28.17","18.37","14.05"," 5.54","17.55","20.45","33.87","15.70"," 7.56","23.99"," 9.18"," 9.27","14.15"," 2.98"," 12.05","27.43","10.16"," 8.83","11.64","14.58","  5.20"," 45.83","10.59"," 23.11","15.25","10.40","12.69","12.71"
"1993-04-23"," 6.91"," 7.44","27.68","18.43","13.92"," 5.51","17.55","20.50","33.56","15.31"," 7.63","25.15"," 9.05"," 9.16","14.47"," 2.88"," 11.86","26.92"," 9.83"," 8.67","11.46","14.94","  5.09"," 45.18","10.43"," 23.17","15.21","10.50","12.69","12.79"
"1993-04-26"," 7.07"," 7.22","27.62","18.13","13.95"," 5.04","17.89","20.89","33.09","15.34"," 7.54","24.61"," 8.71"," 8.97","13.90"," 2.72"," 12.02","26.92"," 9.57"," 8.61","11.46","14.99","  5.02"," 44.78","10.37"," 23.48","15.43","10.45","12.63","12.95"
"1993-04-27"," 7.11"," 7.19","27.74","18.37","13.95"," 5.33","17.89","20.69","32.47","15.58"," 7.58","25.07"," 8.90"," 9.24","13.68"," 2.86"," 12.02","26.92"," 9.83"," 9.29","11.83","15.40","  5.16"," 44.53","10.18"," 23.91","15.30","10.40","12.87","12.91"
"1993-04-28"," 7.05"," 7.06","28.05","18.13","13.98"," 5.42","17.77","20.94","29.29","15.67"," 7.40","26.31"," 8.99"," 9.30","13.60"," 2.94"," 12.39","26.77"," 9.93"," 9.26","11.92","15.51","  5.38"," 44.38","10.12"," 23.54","14.94","10.42","12.75","12.99"
"1993-04-29"," 7.14"," 7.22","27.68","18.43","14.34"," 5.38","17.94","20.94","29.99","15.73"," 7.51","25.46"," 9.08"," 9.19","13.87"," 2.98"," 12.14","26.77","10.03"," 9.21","11.77","15.35","  5.34"," 44.53","10.48"," 23.60","15.06","10.40","12.69","13.07"
"1993-04-30"," 7.15"," 7.13","27.56","18.43","14.42"," 5.57","17.77","20.60","30.22","15.73"," 7.42","25.38"," 9.22"," 9.30","14.25"," 2.96"," 12.08","26.92"," 9.93"," 9.48","11.95","15.35","  5.34"," 44.43","10.43"," 24.03","15.18","10.45","12.69","12.87"
"1993-05-03"," 7.10"," 7.13","27.99","18.37","14.34"," 5.45","17.89","20.60","30.77","15.79"," 7.44","26.31"," 9.21"," 9.38","14.20"," 3.02"," 12.24","26.97"," 9.96"," 9.75","12.36","15.87","  5.38"," 45.33","10.54"," 23.97","15.23","10.53","12.45","12.71"
"1993-05-04"," 7.03"," 7.19","28.11","18.68","14.24"," 5.53","17.77","20.55","31.00","15.61"," 7.35","26.00"," 9.33"," 9.43","14.09"," 3.15"," 12.24","27.08","10.25"," 9.56","12.20","15.92","  5.50"," 45.23","10.54"," 24.09","15.23","10.34","12.75","12.71"
"1993-05-05"," 6.99"," 7.06","28.23","18.92","14.31"," 5.50","17.72","20.94","30.84","15.46"," 7.56","25.54"," 9.39"," 9.71","14.23"," 3.16"," 12.27","26.56"," 9.99"," 9.70","12.14","15.87","  5.58"," 45.18","10.68"," 24.03","15.06","10.55","12.69","12.44"
"1993-05-06"," 6.99"," 7.25","28.11","19.16","14.26"," 5.45","17.55","20.60","30.30","15.58"," 7.66","24.99"," 9.50"," 9.65","14.04"," 3.15"," 11.99","26.62"," 9.86"," 9.48","12.14","15.56","  5.45"," 45.68","10.90"," 23.48","14.86","10.85","12.63","12.16"
"1993-05-07"," 6.92"," 7.09","27.80","18.92","14.13"," 5.41","17.49","20.55","30.69","15.28"," 7.72","24.96"," 9.78"," 9.76","13.74"," 3.17"," 12.08","26.87"," 9.77"," 9.40","12.17","15.40","  5.44"," 45.63","11.31"," 24.03","14.64","10.90","12.45","12.24"
"1993-05-10"," 6.88"," 7.06","27.62","18.56","14.34"," 5.57","17.66","20.52","31.39","15.16"," 7.71","25.35"," 9.68"," 9.65","13.76"," 3.19"," 12.14","26.72"," 9.93"," 9.54","12.17","15.66","  5.57"," 44.93","11.70"," 23.97","14.79","10.93","12.39","12.47"
"1993-05-11"," 7.00"," 7.22","27.68","18.92","14.52"," 5.62","18.11","20.37","31.85","15.19"," 7.62","25.67"," 9.67"," 9.63","13.87"," 3.09"," 12.14","27.13","10.25"," 9.75","12.23","15.61","  5.48"," 45.58","11.42"," 24.21","14.96","10.95","12.33","12.63"
"1993-05-12"," 7.18"," 7.13","27.43","19.10","14.55"," 5.64","17.94","20.37","32.86","15.28"," 7.65","25.74"," 9.62"," 9.65","13.98"," 3.05"," 11.93","27.33","10.22"," 9.51","12.32","15.25","  5.39"," 45.93","11.09"," 24.34","14.94","10.93","12.81","12.51"
"1993-05-13"," 7.18"," 7.00","26.57","19.16","14.63"," 5.54","17.72","20.72","32.24","15.13"," 7.56","25.12"," 9.39"," 9.38","13.90"," 3.04"," 11.80","27.08"," 9.67"," 9.26","12.14","15.04","  5.36"," 45.58","11.23"," 23.91","14.84","10.98","12.63","12.24"
"1993-05-14"," 7.15"," 7.00","27.06","19.34","14.47"," 5.38","18.00","20.52","31.85","15.19"," 7.64","24.50"," 9.67"," 9.41","14.01"," 3.03"," 11.90","26.97"," 9.51"," 9.46","12.08","15.51","  5.34"," 45.13","11.29"," 24.09","14.86","10.98","12.92","12.44"
"1993-05-17"," 7.25"," 6.94","27.31","19.46","14.37"," 5.39","18.11","20.47","32.01","15.34"," 7.67","24.89"," 9.81"," 9.35","14.10"," 3.08"," 11.83","26.79"," 9.38"," 9.56","12.01","16.03","  5.41"," 45.26","11.31"," 24.09","14.76","11.10","12.87","12.51"
"1993-05-18"," 7.34"," 7.06","28.36","19.40","14.16"," 5.44","18.06","20.32","31.77","15.31"," 7.56","24.50","10.44"," 9.74","14.07"," 3.15"," 12.18","26.68"," 9.34"," 9.56","11.89","15.92","  5.53"," 45.36","11.23"," 24.03","14.71","11.07","12.75","12.63"
"1993-05-19"," 7.48"," 7.22","29.71","19.65","14.31"," 5.48","18.68","20.67","32.24","15.40"," 7.64","24.81","10.78","10.15","14.37"," 3.25"," 12.33","27.15"," 9.70"," 9.81","12.45","16.13","  5.78"," 45.72","11.29"," 24.58","14.91","11.13","13.22","13.11"
"1993-05-20"," 7.40"," 7.35","29.59","19.71","14.50"," 5.62","19.01","20.87","32.55","15.55"," 7.62","24.89","10.69","10.34","14.46"," 3.24"," 12.24","27.09"," 9.80"," 9.95","12.51","16.23","  5.88"," 46.37","11.17"," 24.76","14.86","11.40","13.52","13.90"
"1993-05-21"," 7.36"," 7.19","29.16","19.40","14.39"," 5.61","18.51","20.67","32.55","15.43"," 7.55","24.65","10.30","10.20","14.51"," 3.22"," 12.02","26.99"," 9.47"," 9.87","12.48","15.82","  5.78"," 46.32","11.12"," 24.58","14.76","11.48","12.98","13.58"
"1993-05-24"," 7.38"," 7.16","29.84","19.46","14.44"," 5.57","18.51","20.82","32.70","15.49"," 7.60","24.89","10.55","10.09","14.54"," 3.23"," 12.36","27.04"," 9.57"," 9.87","12.48","15.92","  5.76"," 45.87","11.20"," 24.40","14.69","11.45","13.28","13.97"
"1993-05-25"," 7.53"," 7.22","30.58","19.53","14.55"," 5.56","18.56","20.97","32.86","15.49"," 7.56","24.81","10.27","10.15","14.65"," 3.23"," 12.52","27.61"," 9.70"," 9.76","12.42","15.82","  5.70"," 45.87","11.31"," 24.34","14.69","11.10","13.46","13.86"
"1993-05-26"," 7.48"," 7.32","30.58","19.40","14.65"," 5.74","18.73","21.22","33.02","15.40"," 7.62","25.04","10.62","10.26","14.70"," 3.44"," 13.11","27.66","10.19"," 9.92","12.42","16.18","  5.95"," 46.02","11.45"," 24.40","14.94","11.29","13.34","14.01"
"1993-05-27"," 7.51"," 7.38","30.39","19.34","15.15"," 5.74","18.62","21.27","32.63","15.46"," 7.69","24.89","10.45","10.23","14.70"," 3.50"," 13.23","28.02"," 9.96"," 9.67","12.32","15.66","  5.88"," 45.92","11.23"," 23.97","15.03","11.53","13.16","14.01"
"1993-05-28"," 7.34"," 7.32","30.33","19.22","14.91"," 5.62","18.73","21.02","32.39","15.61"," 7.60","25.04","10.27","10.18","14.65"," 3.45"," 13.11","27.51"," 9.96"," 9.76","12.36","15.87","  5.79"," 45.42","11.17"," 24.03","15.08","11.32","13.22","13.90"
"1993-06-01"," 7.45"," 7.25","30.58","19.28","15.46"," 5.62","18.73","21.17","32.31","15.52"," 7.70","25.20","10.55","10.20","14.51"," 3.59"," 12.92","27.46","10.12"," 9.78","12.45","15.82","  6.02"," 45.87","11.31"," 24.15","15.18","11.37","13.34","13.90"
"1993-06-02"," 7.55"," 7.19","30.58","19.28","15.56"," 5.71","18.79","21.02","31.84","15.46"," 7.70","25.20","10.58","10.20","14.43"," 3.57"," 13.39","27.30"," 9.86"," 9.67","12.51","15.56","  5.98"," 46.27","11.17"," 24.21","15.13","11.40","13.46","13.78"
"1993-06-03"," 7.55"," 7.32","30.33","19.22","15.41"," 5.65","18.62","20.82","31.77","15.49"," 7.71","25.59","10.69","10.04","14.37"," 3.54"," 13.39","27.76"," 9.83"," 9.54","12.76","15.40","  5.91"," 46.52","11.17"," 23.91","15.18","11.42","13.04","13.90"
"1993-06-04"," 7.59"," 7.35","30.45","19.22","15.56"," 5.57","18.56","20.77","32.39","15.55"," 7.69","25.90","10.72"," 9.79","14.40"," 3.50"," 13.42","27.40"," 9.64"," 9.37","12.57","15.30","  5.88"," 46.47","11.12"," 23.60","15.13","11.29","12.69","13.97"
"1993-06-07"," 7.55"," 7.29","30.64","18.86","15.72"," 5.33","18.51","20.97","32.24","15.58"," 7.67","25.90","10.52"," 9.32","14.54"," 3.61"," 12.98","26.94"," 9.21"," 9.37","12.29","15.30","  5.83"," 46.82","11.09"," 23.54","15.08","11.29","12.63","13.94"
"1993-06-08"," 7.46"," 7.19","30.52","18.56","15.67"," 5.38","18.34","20.87","31.92","15.79"," 7.65","25.28","10.45"," 9.46","14.51"," 3.52"," 12.98","26.63"," 9.41"," 9.40","12.23","15.25","  5.77"," 46.67","10.98"," 23.36","14.98","11.26","12.58","13.82"
"1993-06-09"," 7.37"," 7.25","30.33","18.80","15.43"," 5.35","18.07","20.87","31.30","16.05"," 7.65","25.59","10.62"," 9.49","14.51"," 3.47"," 13.14","26.89"," 9.67"," 9.48","12.29","15.35","  5.69"," 46.57","10.85"," 23.30","15.33","11.29","12.64","13.66"
"1993-06-10"," 7.33"," 7.38","30.33","18.62","15.64"," 5.33","18.58","20.92","31.69","15.96"," 7.65","25.67","10.44"," 9.68","14.73"," 3.40"," 13.04","26.37"," 9.70"," 9.73","12.39","15.72","  5.70"," 42.55","10.93"," 23.42","15.18","11.24","12.52","13.62"
"1993-06-11"," 7.22"," 7.57","30.64","18.86","15.80"," 5.36","18.92","20.57","32.00","15.55"," 7.72","25.43","10.62"," 9.57","14.73"," 3.51"," 13.04","26.58"," 9.99"," 9.78","12.42","16.13","  5.59"," 43.66","11.15"," 23.36","15.33","11.24","12.88","13.78"
"1993-06-14"," 7.25"," 7.48","31.13","18.86","16.19"," 5.56","18.98","20.52","33.64","15.61"," 7.61","25.28","10.78"," 9.49","14.73"," 3.55"," 12.92","26.53","10.09"," 9.81","12.33","16.29","  5.77"," 43.86","11.13"," 23.60","15.33","11.29","12.82","13.70"
"1993-06-15"," 7.12"," 7.54","31.19","19.04","16.16"," 5.50","18.98","19.82","32.78","15.43"," 7.71","25.12","10.72"," 9.52","14.73"," 3.59"," 12.39","26.17","10.09"," 9.84","12.01","15.87","  5.78"," 43.25","11.04"," 23.60","15.13","11.34","12.58","13.82"
"1993-06-16"," 7.15"," 7.57","30.64","19.10","16.06"," 5.50","19.04","19.77","33.41","15.79"," 7.81","25.74","10.30"," 9.41","14.65"," 3.51"," 12.52","26.06","10.12"," 9.89","12.17","16.08","  5.70"," 43.71","11.07"," 23.85","14.98","11.34","12.23","13.66"
"1993-06-17"," 7.26"," 7.63","30.76","18.80","16.11"," 5.50","19.15","20.02","33.17","15.99"," 7.80","25.98"," 9.98"," 9.27","14.35"," 3.49"," 12.33","26.68","10.25","10.00","12.33","16.13","  5.68"," 43.71","10.87"," 23.97","14.98","11.53","12.29","13.66"
"1993-06-18"," 7.34"," 7.63","30.21","18.80","16.08"," 5.45","18.81","19.97","33.33","15.67"," 7.77","26.06"," 9.89"," 9.41","14.32"," 3.44"," 12.27","26.94","10.09"," 9.37","12.29","15.45","  5.47"," 43.05","10.85"," 23.97","14.74","11.53","11.93","13.46"
"1993-06-21"," 7.36"," 7.54","30.33","18.68","15.77"," 5.54","18.70","19.87","33.49","15.61"," 7.80","26.76","10.02"," 9.27","14.68"," 3.53"," 12.24","26.99","10.42"," 9.29","12.23","15.45","  5.54"," 43.60","10.76"," 24.15","14.89","11.69","11.93","13.46"
"1993-06-22"," 7.38"," 7.67","30.52","18.56","15.46"," 5.57","18.64","19.72","33.10","15.76"," 7.78","27.23","10.04"," 9.13","14.48"," 3.45"," 12.24","26.58","10.61"," 9.07","12.05","15.14","  5.50"," 43.66","10.76"," 24.21","14.89","11.69","11.81","13.46"
"1993-06-23"," 7.36"," 7.83","30.70","18.80","15.17"," 5.54","18.92","18.93","31.84","15.55"," 7.86","26.84"," 9.79"," 9.21","14.48"," 3.42"," 12.08","26.27","10.32"," 8.96","12.08","15.04","  5.54"," 43.45","10.90"," 24.09","14.84","11.90","12.29","12.79"
"1993-06-24"," 7.45"," 7.83","30.70","18.56","15.15"," 5.97","19.32","19.28","31.61","15.61"," 7.82","26.91"," 9.95"," 9.41","14.59"," 3.34"," 12.11","26.37","10.55"," 9.15","12.14","15.19","  5.53"," 43.50","11.01"," 24.58","14.74","11.82","12.58","13.22"
"1993-06-25"," 7.44"," 7.86","30.70","18.56","15.12"," 6.04","19.32","19.08","31.92","15.58"," 7.76","26.91","10.19"," 9.43","14.48"," 3.40"," 12.36","26.48","10.61"," 9.18","12.26","15.25","  5.53"," 43.35","11.01"," 24.46","14.69","11.77","12.64","13.15"
"1993-06-28"," 7.42"," 7.95","30.89","18.31","15.67"," 6.38","19.60","19.23","31.92","15.76"," 7.81","27.69","10.27"," 9.52","15.17"," 3.48"," 12.52","26.37","10.87"," 9.02","12.39","14.98","  5.64"," 43.45","11.04"," 24.89","14.94","11.66","12.70","13.26"
"1993-06-29"," 7.51"," 8.02","30.95","18.19","15.51"," 6.32","19.66","18.93","31.37","15.55"," 7.83","27.46","10.09"," 9.52","14.84"," 3.51"," 12.27","25.96","10.69"," 9.18","12.29","15.35","  5.56"," 43.30","11.07"," 25.25","14.98","11.61","12.47","12.99"
"1993-06-30"," 7.61"," 8.21","31.07","17.95","15.59"," 6.38","19.49","18.78","31.30","15.76"," 7.84","27.77"," 9.98"," 9.63","14.65"," 3.42"," 12.27","26.37","10.69"," 9.07","12.20","14.83","  5.50"," 43.45","10.85"," 25.44","15.23","11.56","12.47","12.87"
"1993-07-01"," 7.85"," 7.95","30.95","17.95","15.41"," 6.29","19.49","18.73","31.53","15.52"," 7.79","27.46"," 9.82"," 9.54","14.46"," 3.36"," 12.24","26.94","10.63"," 8.83","12.17","14.62","  5.45"," 43.50","10.87"," 25.31","15.52","11.29","12.23","12.87"
"1993-07-02"," 7.78"," 7.95","30.70","17.83","15.23"," 6.12","19.38","18.88","31.61","15.40"," 7.83","27.23"," 9.92"," 9.60","14.37"," 3.35"," 11.99","26.58","10.43"," 8.72","12.20","14.41","  5.45"," 43.40","10.82"," 25.19","15.43","11.21","12.17","12.89"
"1993-07-06"," 7.64"," 7.95","30.21","17.71","15.30"," 6.07","18.98","18.43","31.37","15.25"," 7.75","27.54"," 9.30"," 9.24","14.10"," 3.31"," 11.65","26.37","10.53"," 8.66","12.14","14.31","  5.38"," 42.95","10.62"," 24.95","15.53","11.05","12.05","12.65"
"1993-07-07"," 7.66"," 8.05","30.33","17.65","15.59"," 6.27","19.43","18.68","31.61","15.31"," 7.75","27.85"," 9.52"," 9.35","14.43"," 3.27"," 11.59","25.96","10.56"," 8.66","12.14","14.31","  5.21"," 42.95","10.68"," 25.37","15.43","11.26","12.11","12.26"
"1993-07-08"," 7.64"," 7.92","30.58","18.01","15.64"," 6.48","19.77","19.03","32.08","15.34"," 7.95","29.25"," 9.70"," 9.52","14.57"," 3.40"," 11.59","26.27","10.63"," 8.77","12.17","14.51","  5.30"," 43.00","10.87"," 25.62","15.67","11.32","12.58","12.26"
"1993-07-09"," 7.78"," 7.95","30.52","18.13","15.64"," 6.33","19.66","19.03","32.47","15.22"," 7.95","29.64"," 9.72"," 9.41","14.57"," 3.48"," 11.59","26.27","10.56"," 8.69","12.11","14.51","  5.29"," 43.10","11.04"," 25.56","15.62","11.61","12.47","12.41"
"1993-07-12"," 7.67"," 8.05","30.89","18.13","15.85"," 6.54","20.06","18.98","32.16","15.37"," 7.98","29.25"," 9.82"," 9.52","14.57"," 3.46"," 11.96","26.27","10.60"," 8.72","12.14","14.41","  5.23"," 43.05","11.13"," 25.92","15.67","11.66","12.41","11.90"
"1993-07-13"," 7.68"," 8.15","30.70","18.19","15.90"," 6.35","19.83","19.43","32.00","15.43"," 8.03","29.25"," 9.65"," 9.87","14.62"," 3.39"," 11.83","26.01","10.33"," 8.88","12.08","14.41","  5.17"," 42.95","11.04"," 25.19","15.62","11.80","12.52","11.82"
"1993-07-14"," 7.76"," 8.18","30.89","18.31","15.96"," 6.24","20.11","19.58","32.08","15.40"," 8.08","29.64"," 9.64"," 9.82","14.76"," 3.32"," 11.77","26.43","10.20"," 8.85","12.29","14.51","  5.27"," 43.35","11.21"," 25.68","15.58","11.85","12.64","12.02"
"1993-07-15"," 7.79"," 8.11","31.56","18.19","16.09"," 6.29","20.17","19.38","32.16","15.31"," 8.10","29.80"," 9.35"," 9.79","14.92"," 3.28"," 11.80","26.43","10.40"," 8.66","12.36","14.10","  5.22"," 44.26","11.21"," 25.25","15.87","11.74","12.58","11.98"
"1993-07-16"," 7.63"," 8.15","31.13","18.13","16.27"," 6.24","20.00","19.48","31.92","15.13"," 8.18","29.80"," 9.27"," 9.63","15.06"," 3.14"," 11.34","26.58","10.43"," 8.58","12.29","13.84","  5.07"," 44.41","10.73"," 24.70","15.92","11.42","12.41","11.94"
"1993-07-19"," 7.66"," 8.24","31.69","18.25","16.61"," 6.35","20.11","19.48","31.69","15.43"," 8.15","29.80"," 9.08"," 9.46","15.22"," 3.16"," 10.84","26.63","10.40"," 8.64","12.26","13.42","  4.92"," 44.36","10.82"," 24.34","15.92","11.13","12.35","11.58"
"1993-07-20"," 7.67"," 8.18","31.87","18.43","16.27"," 6.47","20.23","19.43","32.24","15.28"," 8.12","30.50"," 9.30"," 9.46","15.28"," 3.23"," 10.65","26.48","10.40"," 8.69","12.11","13.89","  5.03"," 44.26","10.90"," 24.58","15.92","11.40","12.23","11.58"
"1993-07-21"," 7.61"," 8.31","31.93","18.49","16.32"," 6.54","20.06","19.68","31.92","15.28"," 8.11","30.19"," 9.33"," 9.49","15.31"," 3.18"," 10.84","26.63","10.56"," 8.36","12.17","13.78","  4.94"," 44.76","10.71"," 24.34","16.02","11.74","12.17","11.51"
"1993-07-22"," 7.56"," 8.27","31.50","18.19","16.19"," 6.35","19.83","19.58","31.92","15.28"," 8.03","29.72"," 9.27"," 9.35","15.14"," 3.11"," 10.78","26.37","10.43"," 8.31","12.11","13.52","  4.85"," 43.76","10.65"," 23.91","15.97","11.72","11.93","11.74"
"1993-07-23"," 7.67"," 8.37","31.32","18.31","16.74"," 6.48","19.94","19.38","32.24","15.52"," 8.01","29.18"," 9.52"," 9.54","15.14"," 3.22"," 10.50","26.63","10.53"," 8.39","12.08","13.63","  4.85"," 43.96","10.65"," 23.78","15.97","11.72","12.05","12.41"
"1993-07-26"," 7.72"," 8.79","31.87","18.74","16.64"," 6.48","19.83","19.68","32.00","15.64"," 8.09","29.72"," 9.35"," 9.60","15.22"," 3.29"," 10.53","26.99","10.66"," 8.36","12.11","13.42","  4.89"," 44.21","10.51"," 23.66","16.02","11.74","12.05","12.57"
"1993-07-27"," 7.89"," 8.72","31.69","18.74","16.48"," 6.48","19.72","19.38","31.92","15.87"," 8.05","29.33"," 9.28"," 9.46","15.31"," 3.30"," 11.34","26.73","10.53"," 8.31","12.39","13.42","  4.72"," 44.01","10.65"," 24.27","15.97","11.64","11.87","12.65"
"1993-07-28"," 8.01"," 8.50","31.56","18.68","16.25"," 6.51","19.77","18.83","32.78","15.85"," 8.01","29.33"," 9.12"," 9.74","15.12"," 3.33"," 10.93","26.53","10.69"," 8.23","12.70","12.84","  4.89"," 43.60","10.59"," 24.03","15.92","11.69","11.93","12.57"
"1993-07-29"," 7.80"," 8.50","31.69","18.98","16.14"," 6.59","19.94","18.98","33.72","15.76"," 8.09","29.64"," 8.75"," 9.82","15.66"," 3.30"," 10.90","26.43","10.76"," 8.03","12.95","12.74","  4.94"," 43.76","10.65"," 24.15","16.12","11.69","12.23","12.22"
"1993-07-30"," 7.75"," 8.37","31.26","19.10","16.04"," 6.54","19.60","18.68","33.57","15.64"," 8.07","30.27"," 8.87"," 9.71","15.39"," 3.25"," 11.06","26.27","10.79"," 7.98","12.79","12.79","  4.62"," 42.25","10.59"," 23.85","16.07","11.61","12.05","11.86"
"1993-08-02"," 7.85"," 8.47","31.44","18.92","16.30"," 6.57","19.72","18.68","33.88","15.73"," 8.11","30.97"," 8.95","10.07","15.64"," 3.27"," 10.90","26.43","10.73"," 8.17","12.85","12.84","  4.55"," 42.80","10.48"," 23.78","15.97","11.96","12.17","11.82"
"1993-08-03"," 8.04"," 8.63","31.19","18.86","16.66"," 6.67","19.66","18.63","34.27","15.52"," 8.08","30.74"," 9.15","10.09","15.77"," 3.30"," 10.78","26.63","10.89"," 8.25","12.85","13.00","  4.56"," 42.50","10.68"," 23.66","15.82","12.20","12.05","11.82"
"1993-08-04"," 8.01"," 8.72","31.01","18.56","16.66"," 6.65","19.38","18.43","34.43","15.37"," 8.05","30.74"," 8.75","10.29","15.86"," 3.42"," 11.03","26.68","11.05"," 8.23","12.76","12.95","  4.56"," 42.65","10.56"," 23.42","15.87","11.98","12.11","11.54"
